ID,date,NDVI,OSAVI,EVI,NWVI
27611,5/28/2015,0.508516879,0.384551517,0.380784585,-0.018918772
27611,6/29/2015,0.58289097,0.4356731,0.426875703,-0.059611348
27611,7/15/2015,0.586526401,0.438529194,0.438341465,-0.084986645
27611,8/16/2015,0.53698757,0.410094946,0.427805429,-0.074208761
27611,9/1/2015,0.470382925,0.352547212,0.370322059,-0.0310369
27611,9/17/2015,0.445617518,0.322323828,0.336589982,0.015391379
27611,11/20/2015,0.467022215,0.32686726,0.33319656,0.012890714
27611,12/6/2015,0.502011297,0.342749734,0.334169514,0.008842197
27611,12/22/2015,0.537335388,0.364922379,0.342585236,0.01990943
27611,1/7/2016,0.524286055,0.352506164,0.309269843,0.087741782
27611,1/23/2016,0.466742697,0.316052132,0.276304375,0.138846146
27611,2/8/2016,0.397080567,0.28074369,0.254382227,0.185013953
27611,2/16/2016,0.317311925,0.219974475,0.185557284,0.256556652
27611,3/11/2016,0.337693568,0.240448554,0.220744647,0.240322401
27611,3/27/2016,0.418652823,0.304544662,0.297472119,0.134383001
27611,4/12/2016,0.524552968,0.387440627,0.393384333,-0.002660414
27611,5/14/2016,0.627765688,0.466549368,0.481644786,-0.123991252
27611,5/30/2016,0.682532142,0.508481795,0.526260475,-0.185443904
27611,6/15/2016,0.703647673,0.523261365,0.53624864,-0.202228209
27611,7/1/2016,0.616110542,0.459565839,0.461319953,-0.124269719
27611,7/17/2016,0.477402109,0.352884673,0.333738241,0.027067563
27611,8/2/2016,0.427316747,0.318504068,0.304903679,0.112857752
27611,8/18/2016,0.430171966,0.335200468,0.33631219,0.115054403
27611,9/3/2016,0.550089838,0.39347512,0.378594704,0.014498328
27611,9/19/2016,0.602813308,0.415520778,0.400752739,-0.079584752
27611,10/21/2016,0.671141564,0.45396735,0.440565253,-0.176513477
27611,11/6/2016,0.729750125,0.49237221,0.476685544,-0.224615014
27611,11/22/2016,0.662378873,0.453285968,0.452224101,-0.203812631
27611,12/8/2016,0.592510888,0.395448849,0.384306287,-0.141074952
27611,1/25/2017,0.549876205,0.380087115,0.389854537,-0.082455659
27611,2/26/2017,0.529797175,0.387736859,0.412192896,-0.040688349
27611,3/14/2017,0.540910075,0.380644062,0.384291823,-0.026124754
27611,5/1/2017,0.494165805,0.359443416,0.372244107,-0.001398047
27611,6/2/2017,0.519634362,0.378100502,0.378870551,-0.006696087
27611,7/4/2017,0.600426084,0.437641941,0.427079072,-0.05760006
27611,7/20/2017,0.63988743,0.473331007,0.473817645,-0.13073993
27611,9/6/2017,0.699384527,0.502060283,0.488009196,-0.195390995
27611,10/8/2017,0.75837344,0.54318215,0.536917477,-0.25023966
27611,10/24/2017,0.765632549,0.557827195,0.555237183,-0.240027123
27611,11/25/2017,0.724871094,0.506643153,0.486909533,-0.192456158
27611,12/11/2017,0.699559167,0.475560403,0.449423907,-0.135879805
27611,12/27/2017,0.639567871,0.419922213,0.376485967,-0.058801132
27611,1/12/2018,0.589512645,0.380078318,0.329854848,-0.006287129
27611,1/28/2018,0.511809453,0.332022436,0.286724941,0.052440724
27611,2/13/2018,0.448087487,0.301760626,0.267605121,0.114658317
27611,3/1/2018,0.457865467,0.32542781,0.306925017,0.095652119
27611,3/17/2018,0.498535181,0.382604171,0.379235823,0.062292634
27611,4/18/2018,0.542936696,0.409041259,0.42864003,-0.035990451
27611,5/4/2018,0.60840409,0.458155392,0.49627494,-0.128710059
27611,5/20/2018,0.67257611,0.507123127,0.554477375,-0.216366213
27611,6/5/2018,0.668778496,0.503569176,0.545877637,-0.224752359
27611,6/21/2018,0.5806245,0.435112271,0.458024097,-0.159590851
27611,7/7/2018,0.480918432,0.358659896,0.359098022,-0.038015505
27611,7/23/2018,0.462102771,0.338765716,0.323188686,0.015568425
27611,8/8/2018,0.500176605,0.368734017,0.349574104,0.020435401
27611,8/24/2018,0.551827,0.411906245,0.422666655,-0.037705299
27611,9/25/2018,0.618762122,0.458033797,0.475676093,-0.08012639
27611,10/11/2018,0.677592426,0.497311002,0.515815247,-0.115349186
27611,10/27/2018,0.665681691,0.485644569,0.496693278,-0.095364824
27611,11/28/2018,0.595367178,0.428397201,0.422901196,-0.028498142
27611,12/14/2018,0.480008772,0.340718911,0.317042371,0.087645973
27611,12/30/2018,0.396918893,0.27781273,0.246543113,0.18366382
27611,1/15/2019,0.355481622,0.248749011,0.219212242,0.218279435
27611,1/31/2019,0.336456978,0.239735328,0.217239634,0.220156405
27611,2/16/2019,0.322571076,0.23075311,0.210129061,0.224988779
27611,3/4/2019,0.311928768,0.225680742,0.206255833,0.221681373
27611,3/20/2019,0.316975553,0.233639364,0.218257343,0.208210869
27611,4/5/2019,0.381886213,0.278783556,0.263724525,0.167591892
27611,4/21/2019,0.434123246,0.319831415,0.311496599,0.102742158
27611,5/7/2019,0.487452262,0.362731733,0.361471665,0.044235882
27611,5/23/2019,0.540723513,0.403970018,0.408068002,-0.008719206
27611,6/24/2019,0.580867053,0.435065063,0.443730522,-0.052347435
27611,7/10/2019,0.584213723,0.435197109,0.438374932,-0.053367929
27611,8/11/2019,0.585333969,0.436965791,0.437507725,-0.053137783
27611,8/27/2019,0.624493646,0.469106633,0.484900676,-0.0844521
27611,9/12/2019,0.703938024,0.526495289,0.552109008,-0.152190869
27611,9/28/2019,0.706957875,0.53017722,0.56091781,-0.180940916
27611,10/14/2019,0.685500177,0.513210406,0.539684341,-0.167198782
27611,10/30/2019,0.656805382,0.485287568,0.499296276,-0.128225889
27611,11/15/2019,0.61263225,0.444490475,0.441441678,-0.067812257
27611,12/1/2019,0.540556613,0.380867147,0.352889216,0.028418073
38911,2/11/2011,0.418334828,0.290378686,0.279010217,-0.015201738
38911,3/15/2011,0.412582807,0.292558906,0.289560392,-0.006377115
38911,4/16/2011,0.457477985,0.32686357,0.327996264,-0.033905907
38911,5/18/2011,0.514787552,0.369131217,0.372005449,-0.070720151
38911,6/19/2011,0.567565194,0.404371363,0.404323615,-0.105781579
38911,11/10/2011,0.599337097,0.42473195,0.422255723,-0.13705842
38911,11/26/2011,0.61994061,0.433662263,0.421210825,-0.14699811
38911,12/12/2011,0.585116251,0.403430769,0.377183602,-0.113866393
38911,12/28/2011,0.504068111,0.340328222,0.295297755,-0.015896145
38911,1/13/2012,0.409142402,0.273027689,0.237601909,0.022020973
38911,1/29/2012,0.410571968,0.274166589,0.248813106,0.003722365
38911,2/14/2012,0.407349907,0.273918066,0.253303266,-0.009942746
38911,4/2/2012,0.439089271,0.303606386,0.298395436,-0.058269333
38911,4/18/2012,0.479848576,0.340381595,0.347694365,-0.106347687
38911,7/23/2012,0.561786114,0.405950606,0.424580557,-0.168270582
38911,9/9/2012,0.655515168,0.479232934,0.50452902,-0.234994925
38911,9/25/2012,0.719345363,0.52296803,0.540623362,-0.245063484
38911,10/11/2012,0.71421936,0.508378776,0.51321297,-0.243174231
38911,11/12/2012,0.759821456,0.53251205,0.527008659,-0.254974368
38911,12/14/2012,0.739110279,0.512065729,0.493505663,-0.211278811
38911,12/30/2012,0.659873439,0.462073038,0.455266207,-0.158068185
38911,1/31/2013,0.528109568,0.374572064,0.374129091,-0.08925589
38911,2/16/2013,0.450067533,0.298027286,0.289511415,-0.090146981
38911,3/4/2013,0.384828692,0.245084156,0.248828501,-0.09666674
38911,3/20/2013,0.339402338,0.199628613,0.198746628,-0.074738205
38911,4/5/2013,0.324596841,0.181113537,0.166632429,-0.081123241
38911,4/21/2013,0.411433729,0.24861592,0.236158335,-0.131388102
38911,4/29/2013,0.51849922,0.343330709,0.339625731,-0.176062466
38911,6/16/2013,0.601238026,0.433197146,0.4555931,-0.218535592
38911,7/18/2013,0.675468924,0.510758912,0.55380822,-0.266990588
38911,8/3/2013,0.744272556,0.555868921,0.597796946,-0.323366901
38911,8/19/2013,0.775840628,0.588346187,0.646632019,-0.335323165
38911,8/27/2013,0.790804423,0.592444448,0.651411094,-0.330340786
38911,9/4/2013,0.728418785,0.548690253,0.603305027,-0.302326834
38911,9/12/2013,0.69561265,0.521664545,0.570553058,-0.268015043
38911,9/28/2013,0.689425392,0.511297054,0.550464039,-0.266292339
38911,10/22/2013,0.73560799,0.535929091,0.553291251,-0.254750065
38911,11/7/2013,0.66628536,0.481767368,0.508522466,-0.24567088
38911,11/15/2013,0.621516956,0.441762158,0.462654241,-0.235363783
38911,11/23/2013,0.598911031,0.419717194,0.436457761,-0.219133142
38911,12/9/2013,0.576613579,0.401920892,0.421710796,-0.202087845
38911,12/25/2013,0.491411025,0.347905921,0.367080962,-0.122934799
38911,1/26/2014,0.45807369,0.326173782,0.339772395,-0.052016535
38911,2/11/2014,0.438777461,0.314425718,0.318530633,-0.011169533
38911,4/16/2014,0.466471683,0.335010766,0.322036363,0.010049536
38911,6/3/2014,0.383072873,0.294687123,0.30533277,0.022118001
38911,6/19/2014,0.433535426,0.304102412,0.296192481,-0.029299849
38911,7/21/2014,0.51369943,0.344910053,0.330241705,-0.101693957
38911,8/22/2014,0.581299365,0.387241417,0.372256171,-0.16829389
38911,9/23/2014,0.645066364,0.429930743,0.416752789,-0.21261492
38911,10/9/2014,0.696732358,0.469859789,0.46104088,-0.238715006
38911,10/25/2014,0.67898517,0.463890872,0.455703991,-0.230116714
38911,11/26/2014,0.648716563,0.458742234,0.457512573,-0.207183905
38911,12/12/2014,0.564714778,0.417887209,0.419672628,-0.135267899
38911,12/28/2014,0.557150225,0.393579369,0.380017979,-0.119383809
38911,1/13/2015,0.543355884,0.382147632,0.367228431,-0.095119347
38911,1/29/2015,0.494351758,0.353697958,0.344561591,-0.052573518
38911,2/14/2015,0.482467677,0.339722028,0.327689561,-0.050357756
38911,3/18/2015,0.450765777,0.325129987,0.31891207,-0.02130246
38911,5/5/2015,0.438106888,0.296462984,0.276150711,-0.035105186
38911,8/9/2015,0.427534152,0.277019202,0.247558716,-0.047276941
38911,8/25/2015,0.441738507,0.278476323,0.241752625,-0.070619378
38911,10/12/2015,0.504749324,0.325165943,0.290768001,-0.103866918
38911,10/28/2015,0.519234757,0.336330165,0.305016917,-0.118593754
38911,11/13/2015,0.497838478,0.323048693,0.296183752,-0.108167757
38911,1/16/2016,0.454859341,0.291474756,0.260357652,-0.06646561
38911,2/9/2016,0.426067852,0.283196248,0.264052277,-0.046955242
38911,2/25/2016,0.429337545,0.279510904,0.257968782,-0.072832826
38911,3/4/2016,0.459328324,0.308427184,0.292752074,-0.106168911
38911,7/10/2016,0.55380078,0.38436665,0.37657395,-0.170152371
38911,7/26/2016,0.640000702,0.460473088,0.460939087,-0.221443564
38911,8/27/2016,0.671237888,0.487306823,0.489699523,-0.255760016
38911,12/1/2016,0.65136094,0.467966447,0.463177167,-0.217313325
38911,12/17/2016,0.60449412,0.425745459,0.408952778,-0.148267744
38911,1/18/2017,0.5886825,0.40937278,0.390196026,-0.139308817
38911,3/7/2017,0.552000652,0.38630513,0.368374841,-0.100578965
38911,5/10/2017,0.543183615,0.385376404,0.376076013,-0.11287185
38911,7/13/2017,0.602413842,0.430671397,0.432303747,-0.171222962
38911,8/14/2017,0.651333904,0.481162535,0.498879345,-0.22427896
38911,10/1/2017,0.682003477,0.489129963,0.49535634,-0.25717036
38911,12/4/2017,0.698313455,0.484937472,0.478019605,-0.256535535
38911,12/20/2017,0.717353217,0.478552239,0.452498723,-0.257003683
38911,1/5/2018,0.730226482,0.482088897,0.44969633,-0.257834648
38911,1/21/2018,0.695796726,0.462189961,0.431432088,-0.219401194
38911,2/6/2018,0.638161391,0.431557655,0.407525606,-0.173044242
38911,2/22/2018,0.621822712,0.437094612,0.429824514,-0.158558124
38911,3/10/2018,0.59265119,0.43963372,0.450928161,-0.153375228
38911,3/26/2018,0.599818918,0.445378527,0.462562022,-0.184405861
38911,6/14/2018,0.608367223,0.458630463,0.485082242,-0.210843484
38911,6/30/2018,0.64686117,0.485983934,0.516887587,-0.245980513
38911,7/16/2018,0.705743892,0.529035743,0.559987322,-0.283430466
38911,8/17/2018,0.703368074,0.540066926,0.586585137,-0.290410455
38911,10/20/2018,0.689935774,0.496656989,0.521672654,-0.266603182
38911,11/5/2018,0.663421103,0.456063519,0.467288631,-0.249869637
38911,11/21/2018,0.625379141,0.409974367,0.403848088,-0.220513026
38911,12/7/2018,0.591307196,0.378351371,0.36398117,-0.185824036
38911,1/8/2019,0.529300215,0.33275376,0.30568362,-0.117441217
38911,2/9/2019,0.536678359,0.341523107,0.318589336,-0.081795795
38911,2/25/2019,0.519228285,0.353120196,0.325157923,-0.045740931
38911,3/13/2019,0.481132804,0.359071946,0.349002609,-0.022476396
38911,6/1/2019,0.473509577,0.34784711,0.332400227,-0.021021069
38911,7/19/2019,0.48223868,0.363036866,0.356283329,-0.047568992
38911,8/20/2019,0.537430615,0.40767137,0.41362428,-0.091527778
38911,9/5/2019,0.580543677,0.435675401,0.447472681,-0.132895613
38911,10/7/2019,0.641594165,0.466219276,0.453481032,-0.148361846
38911,10/23/2019,0.649092439,0.461370337,0.466025444,-0.159684393
38911,11/8/2019,0.551066857,0.395065763,0.427223169,-0.141728718
38911,11/24/2019,0.42118913,0.304373771,0.382640984,-0.107568812
38911,12/10/2019,0.276760435,0.206580129,0.340271349,-0.07002497
39311,3/15/2011,0.646308346,0.477821193,0.510353253,-0.169286132
39311,4/16/2011,0.643722328,0.470955229,0.496162312,-0.167675453
39311,5/18/2011,0.668858787,0.485897247,0.510226394,-0.192107862
39311,6/19/2011,0.697917802,0.501115298,0.519960455,-0.226885272
39311,7/21/2011,0.726239997,0.517999095,0.533126081,-0.260069282
39311,11/10/2011,0.739974346,0.527254835,0.54175973,-0.280722431
39311,11/26/2011,0.740662037,0.528316198,0.541531789,-0.285309878
39311,12/12/2011,0.694687522,0.496446997,0.505591086,-0.236976152
39311,12/28/2011,0.697335007,0.496501368,0.505728141,-0.233935427
39311,1/13/2012,0.683353021,0.489442502,0.505718203,-0.229549849
39311,1/29/2012,0.665051444,0.482323668,0.508523759,-0.189648982
39311,2/14/2012,0.66119993,0.472947557,0.491508846,-0.191360355
39311,4/2/2012,0.643033956,0.458389952,0.471806738,-0.186435522
39311,4/18/2012,0.611026757,0.435806188,0.447551843,-0.174923148
39311,5/20/2012,0.597787559,0.426256996,0.435889412,-0.171682685
39311,7/23/2012,0.593511575,0.423672976,0.430309265,-0.169331365
39311,9/9/2012,0.640980808,0.460813289,0.475161695,-0.215423607
39311,9/25/2012,0.683568885,0.496151299,0.521323411,-0.25478601
39311,10/11/2012,0.697603958,0.507630858,0.532864653,-0.231577598
39311,12/14/2012,0.723575377,0.520961237,0.542184454,-0.248741603
39311,12/30/2012,0.728999766,0.524890742,0.550108745,-0.255812672
39311,1/31/2013,0.717973594,0.518462869,0.54832355,-0.244841612
39311,2/16/2013,0.673699668,0.487250501,0.517550842,-0.21937804
39311,3/4/2013,0.623238026,0.451294789,0.480489152,-0.186199685
39311,3/20/2013,0.606338148,0.442627455,0.476197209,-0.182901708
39311,4/5/2013,0.619795482,0.457980972,0.498070659,-0.195845303
39311,4/21/2013,0.627238332,0.46657492,0.502883792,-0.178013235
39311,4/29/2013,0.605921548,0.453256776,0.485500112,-0.163341614
39311,5/15/2013,0.626982283,0.465901687,0.491321773,-0.191665126
39311,5/31/2013,0.660739489,0.489525564,0.506840804,-0.215608492
39311,6/16/2013,0.660664264,0.48994563,0.511185836,-0.226664455
39311,7/2/2013,0.667519216,0.49455733,0.520303892,-0.244977883
39311,7/18/2013,0.675819864,0.501533537,0.529324565,-0.250316187
39311,7/26/2013,0.698300413,0.519459228,0.553756701,-0.249458018
39311,8/3/2013,0.701353103,0.523758915,0.559013693,-0.222301334
39311,8/19/2013,0.663629783,0.491781966,0.518982609,-0.188560999
39311,8/27/2013,0.690953025,0.505936845,0.521164735,-0.203969589
39311,9/4/2013,0.717893002,0.523166669,0.54184824,-0.22792442
39311,9/28/2013,0.712907015,0.528016473,0.56694999,-0.24898976
39311,10/6/2013,0.722403425,0.53819638,0.586497669,-0.28315916
39311,10/14/2013,0.713032733,0.529555512,0.575668541,-0.275629609
39311,10/22/2013,0.701316965,0.519635721,0.561155579,-0.256504327
39311,11/7/2013,0.699089275,0.517925591,0.555995849,-0.241071726
39311,11/23/2013,0.712151277,0.520328596,0.544868089,-0.242778812
39311,12/9/2013,0.749040966,0.546448798,0.565009338,-0.259944785
39311,12/25/2013,0.775064456,0.562501414,0.58426841,-0.291502553
39311,1/10/2014,0.758243093,0.552753946,0.575323308,-0.287263668
39311,1/26/2014,0.76431178,0.556881709,0.580859182,-0.296259156
39311,2/11/2014,0.736483401,0.536967414,0.559408827,-0.26171379
39311,2/27/2014,0.721368303,0.532245165,0.561394789,-0.248191253
39311,3/31/2014,0.720125453,0.53680841,0.571661125,-0.244920989
39311,4/16/2014,0.690248177,0.516815873,0.551602422,-0.227120267
39311,5/2/2014,0.661745373,0.500373212,0.53587438,-0.214767411
39311,6/3/2014,0.6540558,0.494755182,0.529403977,-0.217316782
39311,7/5/2014,0.648308387,0.48972947,0.5231496,-0.214864974
39311,7/21/2014,0.666454573,0.502939933,0.53960807,-0.22894093
39311,8/22/2014,0.677055685,0.510324353,0.545682372,-0.23606896
39311,9/23/2014,0.713378658,0.53580745,0.573681899,-0.266078595
39311,10/9/2014,0.749479741,0.559024337,0.594172535,-0.290737042
39311,10/25/2014,0.755285136,0.560649892,0.598038799,-0.296764782
39311,11/26/2014,0.772614046,0.574638626,0.61641329,-0.324511739
39311,12/12/2014,0.802218984,0.601783929,0.6565979,-0.364638459
39311,12/28/2014,0.811903222,0.60986418,0.669670448,-0.376698859
39311,1/13/2015,0.797837903,0.598530366,0.65520845,-0.354958755
39311,1/29/2015,0.760226826,0.570262561,0.61785615,-0.31129206
39311,2/14/2015,0.731047533,0.546821921,0.585566783,-0.268825771
39311,3/18/2015,0.7144889,0.535047585,0.568675487,-0.250474056
39311,4/3/2015,0.686186825,0.515834791,0.546776427,-0.228647072
39311,4/19/2015,0.663958308,0.506343654,0.541535461,-0.21676623
39311,5/5/2015,0.636449509,0.483547896,0.508773904,-0.216911156
39311,6/6/2015,0.607480396,0.457090594,0.471127194,-0.197296758
39311,6/22/2015,0.573735766,0.427909924,0.429506493,-0.160617588
39311,7/24/2015,0.580313224,0.430517314,0.43360844,-0.152784899
39311,8/9/2015,0.63039674,0.468687432,0.484635482,-0.18900132
39311,8/25/2015,0.703079601,0.527077785,0.562809081,-0.258216841
39311,9/26/2015,0.750258432,0.567047878,0.62352334,-0.288567196
39311,10/12/2015,0.797056636,0.604617393,0.670882217,-0.337697298
39311,10/28/2015,0.80799849,0.620154948,0.683353746,-0.351219278
39311,11/13/2015,0.77030595,0.557356378,0.594549812,-0.332809533
39311,12/15/2015,0.704530066,0.478348017,0.482329764,-0.265686207
39311,2/9/2016,0.673169108,0.438022989,0.427424181,-0.224328388
39311,2/25/2016,0.669125155,0.433124953,0.422461382,-0.225874622
39311,3/4/2016,0.68165851,0.45573275,0.46078671,-0.235765347
39311,5/23/2016,0.696289381,0.481813534,0.496353288,-0.2415292
39311,6/8/2016,0.746422641,0.542357321,0.561504658,-0.272944964
39311,7/26/2016,0.762030999,0.580163758,0.615816893,-0.295504328
39311,8/27/2016,0.708266021,0.523346976,0.570161614,-0.306737278
39311,9/12/2016,0.671201928,0.491244876,0.547219525,-0.293345952
39311,10/30/2016,0.664834287,0.486416582,0.55132435,-0.293595837
39311,11/15/2016,0.675287924,0.494079521,0.562927922,-0.299878142
39311,12/1/2016,0.697164509,0.51241018,0.579777227,-0.303099343
39311,12/17/2016,0.711008323,0.516542969,0.557372165,-0.282959231
39311,1/18/2017,0.746569644,0.544223153,0.564564401,-0.265966986
39311,2/19/2017,0.765540666,0.559130438,0.577320981,-0.274434853
39311,3/7/2017,0.732574061,0.539183979,0.567779325,-0.266403369
39311,4/8/2017,0.722131724,0.533472573,0.561976945,-0.257230073
39311,5/10/2017,0.721038194,0.535343102,0.563462619,-0.255491608
39311,6/27/2017,0.720823769,0.537868979,0.567628302,-0.258840576
39311,7/13/2017,0.735286352,0.550773682,0.582046989,-0.281372975
39311,8/14/2017,0.743099941,0.554232639,0.58134298,-0.297049162
39311,10/1/2017,0.758517836,0.560519952,0.583449241,-0.311818065
39311,10/17/2017,0.770332944,0.561893594,0.580896069,-0.305581832
39311,11/2/2017,0.763660787,0.548760803,0.560379963,-0.292458861
39311,12/4/2017,0.775676116,0.552669735,0.562464783,-0.294674956
39311,12/20/2017,0.776964805,0.554221828,0.567526687,-0.294871183
39311,1/21/2018,0.784182309,0.568155229,0.594646617,-0.315412812
39311,2/6/2018,0.805977725,0.594196323,0.635834777,-0.348238938
39311,2/22/2018,0.816225098,0.60976897,0.660910197,-0.374155627
39311,3/10/2018,0.804022598,0.605340824,0.66160534,-0.358427591
39311,3/26/2018,0.756362668,0.571247279,0.620181409,-0.319613122
39311,4/11/2018,0.740810711,0.55562051,0.593822142,-0.317173467
39311,5/29/2018,0.732413184,0.539153735,0.558337845,-0.315631064
39311,6/30/2018,0.700771625,0.509954697,0.511926786,-0.288167313
39311,7/16/2018,0.695744442,0.504024878,0.502548342,-0.279452406
39311,8/1/2018,0.726551382,0.525750361,0.528496786,-0.300572375
39311,8/17/2018,0.740195899,0.53864003,0.549143244,-0.298029488
39311,10/20/2018,0.7516893,0.548716621,0.569761148,-0.281800175
39311,11/5/2018,0.731240692,0.533025857,0.553263907,-0.265308247
39311,12/7/2018,0.734797885,0.536537077,0.560058877,-0.270972582
39311,12/23/2018,0.732778124,0.529446631,0.54674777,-0.264248892
39311,1/8/2019,0.71327282,0.513441025,0.524990727,-0.241793489
39311,1/24/2019,0.725822184,0.531328366,0.557018898,-0.252623587
39311,2/9/2019,0.763332569,0.549164186,0.566311759,-0.296847102
39311,2/25/2019,0.771334248,0.548728065,0.556452228,-0.306784506
39311,3/13/2019,0.786514913,0.555930131,0.560331327,-0.317391846
39311,4/14/2019,0.763055549,0.536452041,0.531344258,-0.301692226
39311,5/16/2019,0.739267433,0.525228735,0.523189819,-0.279297685
39311,6/17/2019,0.730475821,0.526907234,0.533552384,-0.273391568
