cuest_id_b,cuest_id,time,parcela,cultivo,age,gender,superf_parcela_has,Y,X,provparcela_cod,munparcela_cod,month_siembra,year_siembra,since_siembra,temporary_crop,month_harvest,year_harvest,VP_HA,treat_status_fu,patca
1148,H0833,1. Follow-up1,11,plátano,56,Male,1.8863997,19.37886,-70.326825,la vega,concepcion de la vega,marzo,2013,2012,0,,,2055.1474609375,0. Pure Control,0
1150,H0852,1. Follow-up1,11,yuca,72,Male,1.1318399,19.218753,-70.491992,la vega,concepcion de la vega,marzo,2014,1995,1,diciembre,,4566.994140625,0. Pure Control,0
1165,H0850,1. Follow-up1,21,yuca,54,Male,.62879992,19.217233,-70.475222,la vega,concepcion de la vega,febrero,2014,2010,1,diciembre,,4452.8193359375,0. Pure Control,0
1166,H0844,1. Follow-up1,21,plátano,29,Male,1.8863997,19.290758,-70.490652,la vega,concepcion de la vega,febrero,2014,2007,0,,,3236.857177734375,0. Pure Control,0
1168,H0849,1. Follow-up1,11,cundeamor chino,77,Male,1.2575998,19.222808,-70.477045,la vega,concepcion de la vega,agosto,2014,1994,1,marzo,,6336.70458984375,0. Pure Control,0
1168,H0849,1. Follow-up1,11,berenjenas chinas,77,Male,1.2575998,19.222808,-70.477045,la vega,concepcion de la vega,enero,2014,1994,1,julio,,6336.70458984375,0. Pure Control,0
1271,H0842,1. Follow-up1,11,plátano,75,Female,7.2311993,19.304067,-70.501638,la vega,concepcion de la vega,no recuerda,2013,9999,0,,,893.5422973632813,0. Pure Control,0
1316,H0913,1. Follow-up1,11,chinola,43,Male,1.5719998,18.859096,-70.36578900000001,monseñor nouel,villa de sonador,marzo,2014,2014,0,,,712.2277221679688,0. Pure Control,0
1316,H0913,1. Follow-up1,11,yautia,43,Male,1.5719998,18.859096,-70.36578900000001,monseñor nouel,villa de sonador,febrero,2014,2013,1,septiembre,,712.2277221679688,0. Pure Control,0
1316,H0913,1. Follow-up1,11,guandul,43,Male,1.5719998,18.859096,-70.36578900000001,monseñor nouel,villa de sonador,abril,2014,2014,1,diciembre,,712.2277221679688,0. Pure Control,0
1316,H0913,1. Follow-up1,11,oregano,43,Male,1.5719998,18.859096,-70.36578900000001,monseñor nouel,villa de sonador,febrero,2014,2013,1,septiembre,,712.2277221679688,0. Pure Control,0
1316,H0913,1. Follow-up1,11,yuca,43,Male,1.5719998,18.859096,-70.36578900000001,monseñor nouel,villa de sonador,febrero,2014,2012,1,septiembre,,712.2277221679688,0. Pure Control,0
1324,H0854,1. Follow-up1,21,yuca,37,Male,1.8863997,19.116396,-70.607173,la vega,concepcion de la vega,enero,2014,2002,1,noviembre,,4452.8193359375,0. Pure Control,0
1364,H0902,1. Follow-up1,11,oregano,60,Male,1.8863997,18.813265,-70.417193,monseñor nouel,villa de sonador,julio,2014,2013,1,diciembre,,1027.57373046875,0. Pure Control,0
1412,H0887,1. Follow-up1,21,tomate ensalada,23,Male,1.8863997,19.226785,-70.67020599999999,la vega,concepcion de la vega,enero,2014,2010,1,junio,,12701.953125,0. Pure Control,0
1412,H0887,1. Follow-up1,21,tomate ensalada,23,Male,1.8863997,19.226785,-70.67020599999999,la vega,concepcion de la vega,julio,2014,2009,1,diciembre,,12701.953125,0. Pure Control,0
1413,H0883,1. Follow-up1,11,tomate ensalada,45,Male,1.8863997,19.229812,-70.66864099999999,la vega,concepcion de la vega,agosto,2014,2007,1,diciembre,,12787.583984375,0. Pure Control,0
1414,H0881,1. Follow-up1,21,tomate ensalada,65,Male,1.8863997,19.22507,-70.650963,la vega,concepcion de la vega,febrero,2014,2000,1,junio,,12930.302734375,0. Pure Control,0
1414,H0881,1. Follow-up1,21,tomate ensalada,65,Male,1.8863997,19.22507,-70.650963,la vega,concepcion de la vega,agosto,2014,2000,1,diciembre,,12930.302734375,0. Pure Control,0
1544,H0859,1. Follow-up1,11,plátano,50,Female,1.5091197,19.299296,-70.602851,la vega,concepcion de la vega,no recuerda,2010,2010,0,,,2247.817626953125,0. Pure Control,0
1657,H0939,1. Follow-up1,11,auyama,64,Male,1.8863997,19.451326,-70.41982299999999,maría trinidad sánchez,salcedo,marzo,2014,2000,1,abril,,685.0491333007813,0. Pure Control,0
1659,H0940,1. Follow-up1,11,habichuela roja,62,Male,1.2575998,19.470979,-70.416321,hermanas mirabal,salcedo,abril,2015,2000,1,julio,,308.2721252441406,0. Pure Control,0
1660,H0938,1. Follow-up1,11,yuca,40,Male,1.8863997,19.352806,-70.403158,hermanas mirabal,salcedo,enero,2014,2000,1,diciembre,,1050.40869140625,0. Pure Control,0
1661,H0945,1. Follow-up1,11,plátano,50,Male,1.2575998,19.340843,-70.380528,hermanas mirabal,salcedo,no recuerda,2010,2000,0,,,1027.57373046875,0. Pure Control,0
1662,H0944,1. Follow-up1,11,tindora,55,Male,.44015995,19.351541,-70.42872800000001,hermanas mirabal,salcedo,no recuerda,2013,2009,0,,,40828.9296875,0. Pure Control,0
2082,H1152,1. Follow-up1,11,pasto,40,Male,1.8863997,19.680281,-71.039759,valverde,maizal,abril,2003,2003,0,,,0,0. Pure Control,0
2153,H1139,1. Follow-up1,11,pasto,66,Male,4.0871997,19.68034,-71.03290699999999,valverde,esperanza,no recuerda,1996,1980,0,,,0,0. Pure Control,0
2154,H1129,1. Follow-up1,11,pasto,50,Male,5.3447995,19.634896,-71.00614,valverde,maizal,abril,1992,1992,0,,,0,0. Pure Control,0
2157,H1146,1. Follow-up1,11,pasto,74,Male,1.8863997,19.683488,-71.036182,valverde,maizal,mayo,1999,1999,0,,,0,0. Pure Control,0
2158,H1151,1. Follow-up1,11,tabaco,37,Female,3.7727995,19.674784,-71.019712,valverde,laguna salada,noviembre,2014,2010,1,octubre,,2637.439208984375,0. Pure Control,0
2163,H1150,1. Follow-up1,12,pasto,44,Female,2.8295996,19.686546,-71.037601,valverde,laguna salada,enero,2014,2014,0,,,0,0. Pure Control,0
2163,H1150,1. Follow-up1,11,,44,Female,3.7727995,19.684824,-71.037008,valverde,laguna salada,,,,0,,,0,0. Pure Control,0
2164,H1158,1. Follow-up1,11,pasto,39,Male,4.4015994,19.683826,-71.036517,valverde,maizal,mayo,2008,2008,0,,,0,0. Pure Control,0
2168,H1148,1. Follow-up1,11,pasto,66,Male,4.0871997,19.680676,-71.033019,valverde,maizal,no recuerda,1998,1998,0,,,0,0. Pure Control,0
2172,H1128,1. Follow-up1,11,tabaco,41,Male,3.3955195,19.65196,-71.034998,valverde,maizal,octubre,2014,2014,1,marzo,,3139.80859375,0. Pure Control,0
2239,H1145,1. Follow-up1,11,guineo,36,Male,2.6409597,19.564009,-70.93919099999999,valverde,esperanza,enero,2012,2012,0,,,6850.4912109375,0. Pure Control,0
2252,H1192,1. Follow-up1,11,plátano,33,Male,3.1439996,19.800418,-71.579888,monte cristi,san fernando montecristi,noviembre,2014,2014,0,,,0,0. Pure Control,0
2256,H1111,1. Follow-up1,11,pasto,51,Male,25.151997,19.483813,-71.384062,santiago rodriguez,san ignacio de sabaneta,no recuerda,1984,1984,0,,,0,0. Pure Control,0
2259,H1040,1. Follow-up1,11,pasto,43,Male,6.2879992,19.454658,-71.32201499999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,2012,2012,0,,,0,0. Pure Control,0
2261,H1115,1. Follow-up1,11,pasto,70,Male,8.1743994,19.479418,-71.271045,santiago rodriguez,san ignacio de sabaneta,no recuerda,1975,1975,0,,,0,0. Pure Control,0
2264,H1084,1. Follow-up1,11,pasto,54,Male,1.8863997,19.454456,-71.364475,santiago rodriguez,san ignacio de sabaneta,no recuerda,2004,2004,0,,,0,0. Pure Control,0
2265,H1112,1. Follow-up1,11,pasto,37,Male,16.914719,19.54862,-71.40453599999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,1998,1998,0,,,0,0. Pure Control,0
2265,H1112,1. Follow-up1,13,pasto,37,Male,1.2575998,19.556744,-71.39803000000001,santiago rodriguez,san ignacio de sabaneta,no recuerda,1998,1998,0,,,0,0. Pure Control,0
2265,H1112,1. Follow-up1,12,pasto,37,Male,2.2007997,19.54861,-71.40458099999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,1998,1998,0,,,0,0. Pure Control,0
2268,H1079,1. Follow-up1,11,pasto,60,Male,2.0750396,19.430139,-71.437254,santiago rodriguez,san ignacio de sabaneta,no recuerda,1985,1985,0,,,0,0. Pure Control,0
2362,H1193,1. Follow-up1,11,pasto,66,Male,6.2879992,19.672642,-71.678596,monte cristi,pepillo salcedo manzanillo,enero,1975,1975,0,,,0,0. Pure Control,0
2380,H0992,1. Follow-up1,21,pasto,27,Male,5.7849593,19.53076,-71.44937899999999,dajabón,partido,mayo,2013,2013,0,,,0,0. Pure Control,0
2380,H0992,1. Follow-up1,22,pasto,27,Male,5.7849593,19.530489,-71.449219,dajabón,partido,junio,2013,2013,0,,,0,0. Pure Control,0
2380,H0992,1. Follow-up1,21,pasto,27,Male,5.7849593,19.53076,-71.44937899999999,dajabón,partido,agosto,2013,2013,0,,,0,0. Pure Control,0
2390,H0983,1. Follow-up1,13,pasto,61,Male,6.2879992,19.55143,-71.537682,dajabón,dajabon,mayo,2012,1995,0,,,0,0. Pure Control,0
2390,H0983,1. Follow-up1,12,pasto,61,Male,9.4319992,19.55032,-71.539886,dajabón,dajabon,marzo,1975,1970,0,,,0,0. Pure Control,0
2390,H0983,1. Follow-up1,11,pasto,61,Male,10.563839,19.551079,-71.53771999999999,dajabón,dajabon,junio,2014,1995,0,,,0,0. Pure Control,0
2436,H0969,1. Follow-up1,11,pasto,54,Male,12.575998,19.549089,-71.510147,dajabón,partido,mayo,2010,2010,0,,,346.8061218261719,0. Pure Control,0
2436,H0969,1. Follow-up1,11,pasto,54,Male,12.575998,19.549089,-71.510147,dajabón,partido,junio,1978,1978,0,,,346.8061218261719,0. Pure Control,0
2436,H0969,1. Follow-up1,13,pasto,54,Male,5.6591992,19.548059,-71.52291099999999,dajabón,partido,junio,2000,1978,0,,,346.8061218261719,0. Pure Control,0
2436,H0969,1. Follow-up1,12,pasto,54,Male,7.7342391,19.5467,-71.515327,dajabón,partido,junio,2010,2010,0,,,346.8061218261719,0. Pure Control,0
2436,H0969,1. Follow-up1,12,pasto,54,Male,7.7342391,19.5467,-71.515327,dajabón,partido,octubre,2010,1978,0,,,346.8061218261719,0. Pure Control,0
2437,H0963,1. Follow-up1,21,pasto,51,Male,1.6348798,19.51182,-71.542839,dajabón,partido,agosto,2014,2005,0,,,0,0. Pure Control,0
2437,H0963,1. Follow-up1,13,pasto,51,Male,2.3265598,19.511909,-71.54274700000001,dajabón,partido,mayo,2012,2005,0,,,0,0. Pure Control,0
2437,H0963,1. Follow-up1,12,pasto,51,Male,.75455987,19.511869,-71.54274700000001,dajabón,partido,junio,2005,2005,0,,,0,0. Pure Control,0
2437,H0963,1. Follow-up1,11,pasto,51,Male,.50303996,19.51186,-71.54273999999999,dajabón,partido,mayo,2005,2005,0,,,0,0. Pure Control,0
2437,H0963,1. Follow-up1,14,pasto,51,Male,5.3447995,19.47629,-71.541771,dajabón,partido,marzo,1990,2005,0,,,0,0. Pure Control,0
2437,H0963,1. Follow-up1,13,pasto,51,Male,2.3265598,19.511909,-71.54274700000001,dajabón,partido,febrero,2012,2005,0,,,0,0. Pure Control,0
2439,H0965,1. Follow-up1,11,pasto,56,Male,8.1743994,19.526539,-71.494438,dajabón,partido,mayo,2011,1982,0,,,0,0. Pure Control,0
2439,H0965,1. Follow-up1,11,pasto,56,Male,8.1743994,19.526539,-71.494438,dajabón,partido,noviembre,1985,1982,0,,,0,0. Pure Control,0
2439,H0965,1. Follow-up1,12,pasto,56,Male,4.0243196,19.526709,-71.494469,dajabón,partido,junio,1982,1982,0,,,0,0. Pure Control,0
2515,H1198,1. Follow-up1,11,,35,Male,1.8863997,19.619651,-71.23593,monte cristi,san fernando montecristi,,,,0,,,0,0. Pure Control,0
2552,H0978,1. Follow-up1,11,pasto,47,Male,6.2879992,19.564249,-71.535782,dajabón,partido,junio,2012,2000,0,,,0,0. Pure Control,0
2552,H0978,1. Follow-up1,22,pasto,47,Male,5.6591992,19.555899,-71.540527,dajabón,partido,septiembre,2014,2000,0,,,0,0. Pure Control,0
2552,H0978,1. Follow-up1,12,pasto,47,Male,6.2879992,19.564289,-71.535667,dajabón,partido,agosto,1987,1981,0,,,0,0. Pure Control,0
2552,H0978,1. Follow-up1,11,pasto,47,Male,6.2879992,19.564249,-71.535782,dajabón,partido,mayo,1981,1981,0,,,0,0. Pure Control,0
2552,H0978,1. Follow-up1,13,pasto,47,Male,2.8295996,19.564339,-71.535568,dajabón,partido,junio,2007,1981,0,,,0,0. Pure Control,0
2552,H0978,1. Follow-up1,22,pasto,47,Male,5.6591992,19.555899,-71.540527,dajabón,partido,mayo,2007,1981,0,,,0,0. Pure Control,0
2552,H0978,1. Follow-up1,21,pasto,47,Male,31.439997,19.564339,-71.535797,dajabón,partido,marzo,2006,1981,0,,,0,0. Pure Control,0
2566,H1000,1. Follow-up1,11,pasto,43,Male,18.863998,19.34132,-71.66670999999999,dajabón,restauracion,marzo,2012,2012,0,,,0,0. Pure Control,0
2581,H1144,1. Follow-up1,21,guineo,38,Male,3.1439996,19.565907,-70.944793,valverde,esperanza,abril,2008,2008,0,,,18808.708984375,0. Pure Control,0
2589,H1120,1. Follow-up1,11,pasto,35,Male,25.151997,19.417119,-71.269904,santiago rodriguez,san ignacio de sabaneta,no recuerda,2000,2000,0,,,0,0. Pure Control,0
2594,H1052,1. Follow-up1,11,pasto,59,Male,2.8924797,19.447402,-71.32543099999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,2000,2000,0,,,0,0. Pure Control,0
2594,H1052,1. Follow-up1,13,pasto,59,Male,2.4523196,19.45022,-71.323369,santiago rodriguez,san ignacio de sabaneta,no recuerda,1990,1990,0,,,0,0. Pure Control,0
2594,H1052,1. Follow-up1,12,pasto,59,Male,.62879992,19.454463,-71.326059,santiago rodriguez,san ignacio de sabaneta,no recuerda,1990,1990,0,,,0,0. Pure Control,0
2595,H1041,1. Follow-up1,12,pasto,53,Male,7.9228787,19.453512,-71.302307,santiago rodriguez,san ignacio de sabaneta,no recuerda,1988,1988,0,,,0,0. Pure Control,0
2595,H1041,1. Follow-up1,11,pasto,53,Male,6.6023993,19.418867,-71.32125499999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,1988,1988,0,,,0,0. Pure Control,0
2599,H1114,1. Follow-up1,11,yuca,68,Male,18.863998,19.472845,-71.215907,santiago rodriguez,san ignacio de sabaneta,junio,2014,1965,1,,,239.7671966552734,0. Pure Control,0
2599,H1114,1. Follow-up1,11,guandul,68,Male,18.863998,19.472845,-71.215907,santiago rodriguez,san ignacio de sabaneta,junio,2014,1965,1,,,239.7671966552734,0. Pure Control,0
2599,H1114,1. Follow-up1,11,pasto,68,Male,18.863998,19.472845,-71.215907,santiago rodriguez,san ignacio de sabaneta,no recuerda,1965,1965,0,,,239.7671966552734,0. Pure Control,0
2599,H1114,1. Follow-up1,11,maiz grano/mazorca,68,Male,18.863998,19.472845,-71.215907,santiago rodriguez,san ignacio de sabaneta,junio,2014,1965,1,octubre,,239.7671966552734,0. Pure Control,0
2601,H1061,1. Follow-up1,11,pasto,41,Male,8.8031988,19.475771,-71.20974099999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,2000,2000,0,,,0,0. Pure Control,0
2602,H1063,1. Follow-up1,11,pasto,54,Male,4.4015994,19.478286,-71.214015,santiago rodriguez,san ignacio de sabaneta,no recuerda,1995,1995,0,,,0,0. Pure Control,0
2602,H1063,1. Follow-up1,12,pasto,54,Male,3.7099195,19.473605,-71.213437,santiago rodriguez,san ignacio de sabaneta,no recuerda,1995,1995,0,,,0,0. Pure Control,0
2603,H1102,1. Follow-up1,11,mani,50,Male,2.4523196,19.445791,-71.11199499999999,santiago rodriguez,san ignacio de sabaneta,febrero,2014,2000,1,junio,,1231.865112304688,0. Pure Control,0
2603,H1102,1. Follow-up1,12,pasto,50,Male,5.7849593,19.332866,-71.20913299999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,1995,1995,0,,,1231.865112304688,0. Pure Control,0
2603,H1102,1. Follow-up1,11,pasto,50,Male,2.4523196,19.445791,-71.11199499999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,1995,1995,0,,,1231.865112304688,0. Pure Control,0
2605,H1066,1. Follow-up1,12,pasto,51,Male,6.1622391,19.487918,-71.424671,santiago rodriguez,san ignacio de sabaneta,no recuerda,2002,2002,0,,,0,0. Pure Control,0
2605,H1066,1. Follow-up1,11,pasto,51,Male,1.8863997,19.493365,-71.423236,santiago rodriguez,san ignacio de sabaneta,no recuerda,2002,2002,0,,,0,0. Pure Control,0
2607,H1067,1. Follow-up1,11,pasto,50,Male,7.545599,19.482272,-71.425414,santiago rodriguez,san ignacio de sabaneta,no recuerda,2001,2001,0,,,0,0. Pure Control,0
2607,H1067,1. Follow-up1,12,pasto,50,Male,2.3894396,19.482215,-71.42533,santiago rodriguez,san ignacio de sabaneta,no recuerda,2001,2001,0,,,0,0. Pure Control,0
2607,H1067,1. Follow-up1,14,pasto,50,Male,14.713918,19.552672,-71.462889,santiago rodriguez,san ignacio de sabaneta,no recuerda,2001,2001,0,,,0,0. Pure Control,0
2607,H1067,1. Follow-up1,13,pasto,50,Male,3.1439996,19.532284,-71.443746,santiago rodriguez,san ignacio de sabaneta,no recuerda,2001,2001,0,,,0,0. Pure Control,0
2608,H1042,1. Follow-up1,11,pasto,61,Male,31.439997,19.506827,-71.36631199999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,1995,1995,0,,,0,0. Pure Control,0
2609,H1065,1. Follow-up1,11,pasto,52,Male,12.575998,19.498146,-71.45414,santiago rodriguez,san ignacio de sabaneta,no recuerda,1993,1993,0,,,0,0. Pure Control,0
2612,H1053,1. Follow-up1,11,pasto,58,Male,12.575998,19.468135,-71.282214,santiago rodriguez,san ignacio de sabaneta,no recuerda,1970,1970,0,,,0,0. Pure Control,0
2616,H1090,1. Follow-up1,11,,48,Male,11.318398,19.387783,-71.156178,santiago rodriguez,san ignacio de sabaneta,,,,0,,,0,0. Pure Control,0
2616,H1090,1. Follow-up1,12,limon,48,Male,2.5151997,19.33749,-71.484931,santiago rodriguez,san ignacio de sabaneta,junio,2014,2014,0,,,0,0. Pure Control,0
2616,H1090,1. Follow-up1,12,naranja,48,Male,2.5151997,19.33749,-71.484931,santiago rodriguez,san ignacio de sabaneta,junio,2014,2014,0,,,0,0. Pure Control,0
2617,H1055,1. Follow-up1,12,pasto,72,Male,1.6977597,19.528481,-71.308696,santiago rodriguez,san ignacio de sabaneta,no recuerda,2005,2005,0,,,0,0. Pure Control,0
2617,H1055,1. Follow-up1,13,pasto,72,Male,1.9492798,19.526552,-71.312954,santiago rodriguez,san ignacio de sabaneta,no recuerda,2005,2005,0,,,0,0. Pure Control,0
2617,H1055,1. Follow-up1,11,pasto,72,Male,3.8356795,19.526609,-71.312923,santiago rodriguez,san ignacio de sabaneta,no recuerda,1985,1985,0,,,0,0. Pure Control,0
2624,H1073,1. Follow-up1,15,pasto,62,Male,3.1439996,19.461128,-71.271896,santiago rodriguez,san ignacio de sabaneta,no recuerda,1985,1985,0,,,0,0. Pure Control,0
2624,H1073,1. Follow-up1,12,pasto,62,Male,54.265434,19.531269,-71.08038999999999,valverde,mao,no recuerda,2005,2005,0,,,0,0. Pure Control,0
2624,H1073,1. Follow-up1,13,pasto,62,Male,4.4015994,19.460772,-71.280787,santiago rodriguez,san ignacio de sabaneta,no recuerda,1980,1980,0,,,0,0. Pure Control,0
2624,H1073,1. Follow-up1,11,pasto,62,Male,7.545599,19.460601,-71.277147,santiago rodriguez,san ignacio de sabaneta,no recuerda,2005,2005,0,,,0,0. Pure Control,0
2624,H1073,1. Follow-up1,14,pasto,62,Male,5.0303993,19.460976,-71.27410500000001,santiago rodriguez,san ignacio de sabaneta,no recuerda,2003,2003,0,,,0,0. Pure Control,0
2627,H1056,1. Follow-up1,12,pasto,49,Male,30.182396,19.509325,-71.28488900000001,santiago rodriguez,san ignacio de sabaneta,no recuerda,2007,2007,0,,,0,0. Pure Control,0
2627,H1056,1. Follow-up1,11,pasto,49,Male,50.303993,19.507827,-71.27959199999999,santiago rodriguez,san ignacio de sabaneta,no recuerda,2007,2007,0,,,0,0. Pure Control,0
2627,H1056,1. Follow-up1,14,pasto,49,Male,20.121597,19.508157,-71.285129,santiago rodriguez,san ignacio de sabaneta,no recuerda,2007,2007,0,,,0,0. Pure Control,0
2627,H1056,1. Follow-up1,13,pasto,49,Male,6.036479,19.504272,-71.284435,santiago rodriguez,san ignacio de sabaneta,no recuerda,2007,2007,0,,,0,0. Pure Control,0
2630,H0975,1. Follow-up1,13,pasto,60,Male,18.863998,19.530329,-71.45471999999999,dajabón,partido,no recuerda,2000,1975,0,,,1223.954345703125,0. Pure Control,0
2630,H0975,1. Follow-up1,12,pasto,60,Male,25.151997,19.53035,-71.454605,dajabón,partido,no recuerda,1981,1975,0,,,1223.954345703125,0. Pure Control,0
2630,H0975,1. Follow-up1,15,pasto,60,Male,7.9228787,19.5306,-71.45417,dajabón,partido,no recuerda,2000,1975,0,,,1223.954345703125,0. Pure Control,0
2630,H0975,1. Follow-up1,11,pasto,60,Male,28.924797,19.530359,-71.45455200000001,dajabón,partido,no recuerda,1982,1975,0,,,1223.954345703125,0. Pure Control,0
2630,H0975,1. Follow-up1,15,pasto,60,Male,7.9228787,19.5306,-71.45417,dajabón,partido,no recuerda,2011,1975,0,,,1223.954345703125,0. Pure Control,0
2630,H0975,1. Follow-up1,14,pasto,60,Male,13.330558,19.53055,-71.454277,dajabón,partido,no recuerda,2008,1975,0,,,1223.954345703125,0. Pure Control,0
2631,H0974,1. Follow-up1,11,pasto,46,Male,2.8295996,19.530409,-71.453987,dajabón,partido,junio,1990,1990,0,,,0,0. Pure Control,0
2631,H0974,1. Follow-up1,11,pasto,46,Male,2.8295996,19.530409,-71.453987,dajabón,partido,septiembre,2014,2014,0,,,0,0. Pure Control,0
2634,H0986,1. Follow-up1,11,pasto,38,Male,23.894398,19.51856,-71.46073199999999,dajabón,partido,junio,1995,1995,0,,,0,0. Pure Control,0
2634,H0986,1. Follow-up1,12,pasto,38,Male,5.9735994,19.525829,-71.46536999999999,dajabón,partido,junio,1995,1995,0,,,0,0. Pure Control,0
2635,H0994,1. Follow-up1,11,pasto,53,Male,6.2879992,19.51228,-71.491028,dajabón,partido,mayo,2007,2007,0,,,0,0. Pure Control,0
2635,H0994,1. Follow-up1,11,pasto,53,Male,6.2879992,19.51228,-71.491028,dajabón,partido,agosto,2013,2007,0,,,0,0. Pure Control,0
2636,H0959,1. Follow-up1,21,pasto,53,Male,5.0303993,19.469229,-71.503159,dajabón,partido,no recuerda,2012,1993,0,,,0,0. Pure Control,0
2636,H0959,1. Follow-up1,13,pasto,53,Male,6.1622391,19.528429,-71.448097,dajabón,partido,no recuerda,1993,1993,0,,,0,0. Pure Control,0
2636,H0959,1. Follow-up1,12,pasto,53,Male,1.8863997,19.530609,-71.44004099999999,dajabón,partido,no recuerda,2002,1993,0,,,0,0. Pure Control,0
2636,H0959,1. Follow-up1,11,pasto,53,Male,15.719998,19.55093,-71.52098100000001,dajabón,partido,no recuerda,1995,1993,0,,,0,0. Pure Control,0
2636,H0959,1. Follow-up1,13,pasto,53,Male,6.1622391,19.528429,-71.448097,dajabón,partido,no recuerda,2014,1993,0,,,0,0. Pure Control,0
2637,H0982,1. Follow-up1,11,mani,50,Male,1.5719998,19.5023,-71.466019,dajabón,partido,agosto,2014,1980,1,noviembre,,970.029541015625,0. Pure Control,0
2637,H0982,1. Follow-up1,21,pasto,50,Male,3.3955195,19.502369,-71.46620900000001,dajabón,partido,no recuerda,2013,2013,0,,,970.029541015625,0. Pure Control,0
2637,H0982,1. Follow-up1,11,mani,50,Male,1.5719998,19.5023,-71.466019,dajabón,partido,febrero,2014,1980,1,mayo,,970.029541015625,0. Pure Control,0
2643,H1083,1. Follow-up1,11,pasto,57,Male,3.1439996,19.425139,-71.378454,santiago rodriguez,san ignacio de sabaneta,no recuerda,1995,1995,0,,,0,0. Pure Control,0
2647,H1043,1. Follow-up1,11,pasto,24,Male,18.863998,19.458711,-71.27651,santiago rodriguez,san ignacio de sabaneta,no recuerda,1995,1995,0,,,530.9130859375,0. Pure Control,0
